AVERAGED ALTITUDE UPTO THAT INSTANT,Pressure (milliBar),Temp Celcius
-25.1614,1009.696,31
-25.1626,1009.6759,31
-25.1779,1009.7095,31
-25.1806,1009.6796,31
-25.1804,1009.6722,31
-25.2036,1009.7289,31
-25.1987,1009.6609,31
-25.2045,1009.6871,31
-25.2237,1009.7191,31
-25.2162,1009.6549,31
-25.2204,1009.6833,31
-25.2215,1009.6759,31
-25.2292,1009.6915,31
-25.2399,1009.699,31
-25.241,1009.6759,31
-25.232,1009.6511,31
-25.2628,1009.7476,31
-25.2732,1009.6983,31
-25.2938,1009.7229,31
-25.3206,1009.7384,31
-25.3313,1009.699,31
-25.3279,1009.6646,31
-25.3487,1009.7235,31
-25.3669,1009.7176,31
-25.391,1009.7317,31
-25.3964,1009.6861,31
-25.4024,1009.6878,31
-25.4236,1009.7252,31
-25.4225,1009.6705,31
-25.4352,1009.7042,31
-25.4566,1009.7258,31
-25.4801,1009.7309,31
-25.5014,1009.7258,31
-25.5174,1009.7122,31
-25.5302,1009.7047,31
-25.5286,1009.6691,31
-25.5362,1009.6921,31
-25.5506,1009.7084,31
-25.5744,1009.7317,31
-25.5643,1009.6487,31
-25.5812,1009.7152,31
-25.5968,1009.7114,31
-25.6159,1009.7205,31
-25.6258,1009.6981,31
-25.6473,1009.7263,31
-25.6428,1009.6623,31
-25.6498,1009.6906,31
-25.6643,1009.7093,31
-25.6849,1009.7243,31
-25.6909,1009.6885,31
-25.7038,1009.7055,31
-25.7136,1009.6981,31
-25.7099,1009.6644,31
-25.7291,1009.7212,31
-25.7338,1009.6853,31
-25.7385,1009.6853,31
-25.757,1009.7196,31
-25.7746,1009.7174,31
-25.7524,1009.6188,31
-25.7616,1009.6965,31
-25.7754,1009.7078,31
-25.7915,1009.7138,31
-25.7847,1009.6569,31
-25.7977,1009.7063,31
-25.8072,1009.6972,31
-25.8362,1009.7457,31
-25.8441,1009.6935,31
-25.8297,1009.6383,31
-25.8246,1009.6614,31
-25.8206,1009.6636,31
-25.8325,1009.7032,31
-25.8399,1009.692,31
-25.8557,1009.7127,31
  ,,
